,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,TOTAL,Código de entidad,Código de sector,Tipo de gasto,Entidad,Sector,Cuenta,Subcuenta,Objeto,Ordinal,Rubro
78,1299.0,800.0,7.0,20110c2,699840228.0,1201,12,Inversión,Ministerio de justicia y del derecho,Justicia y el derecho,Fortalecimiento de la gestión y dirección del sector justicia y del derecho,Intersubsectorial justicia,,Arquitectura institucional del sistema de justicia fortalecimiento de la gobernanza e institucionalidad,Arquitectura institucional del sistema de justicia fortalecimiento de la gobernanza e institucionalidad
79,1299.0,800.0,9.0,20110c2,700000.0,1201,12,Inversión,Ministerio de justicia y del derecho,Justicia y el derecho,Fortalecimiento de la gestión y dirección del sector justicia y del derecho,Intersubsectorial justicia,Mejoramiento de la oferta de servicios de gestion documental del ministerio de justicia y del derecho a nivel nacional,Arquitectura institucional del sistema de justicia fortalecimiento de la gobernanza e institucionalidad,Arquitectura institucional del sistema de justicia fortalecimiento de la gobernanza e institucionalidad
80,2.0,,,,10077243096.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
81,3.0,3.0,1.0,17,6341321244.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Atención rehabilitación al recluso,Atención rehabilitación al recluso
82,3.0,3.0,1.0,18,593427167.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Sistema integral de tratamiento progresivo penitenciario,Sistema integral de tratamiento progresivo penitenciario
83,3.0,3.0,1.0,19,30000000.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Servicio postpenitenciario ley 65 de 1993,Servicio postpenitenciario ley 65 de 1993
84,3.0,3.0,1.0,999,25000000000.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
85,3.0,10.0,,,17505898075.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,Transferencias corrientes,Sentencias y conciliaciones,,,Sentencias y conciliaciones
86,8.0,1.0,,,8662088.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
87,8.0,3.0,,,189368003.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,Tasas y derechos administrativos
88,8.0,4.0,3.0,,50000000.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Contribuciones,Contribución nacional de valorización,,Contribución nacional de valorización
89,8.0,5.0,,,294014000.0,1208,12,Funcionamiento,Instituto nacional penitenciario y carcelario - inpec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Multas. sanciones b intereses de mora,,,Multas. sanciones b intereses de mora
90,2.0,,,,788793283.0,1210,12,Funcionamiento,Unidad administrativa especial agencia nacional de defensa jurídica del estado,Justicia y el derecho,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
91,3.0,3.0,1.0,78,5487065535.0,1210,12,Funcionamiento,Unidad administrativa especial agencia nacional de defensa jurídica del estado,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Defensa de los intereses del estado en controversias internacionales,Defensa de los intereses del estado en controversias internacionales
92,3.0,3.0,1.0,999,2863412305.0,1210,12,Funcionamiento,Unidad administrativa especial agencia nacional de defensa jurídica del estado,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
93,1205.0,800.0,3.0,20110e,177080540.0,1210,12,Inversión,Unidad administrativa especial agencia nacional de defensa jurídica del estado,Justicia y el derecho,Defensa jurídica del estado,Intersubsectorial justicia,Implementación del programa de fortalecimiento de la agencia de defensa jurídica a nivel nacional,2. seguridad humana y justicia social e sistema nacional de defensa jurídica del estado,2. seguridad humana y justicia social e sistema nacional de defensa jurídica del estado
94,1.0,1.0,1.0,,4200000000.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Gastos de personal,Planta de personal permanente,Salario,,Salario
95,1.0,1.0,2.0,,2800000000.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nomina,,Contribuciones inherentes a la nomina
96,2.0,,,,3152169848.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
97,3.0,3.0,1.0,999,49777014262.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
98,3.0,10.0,,,3000000000.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Transferencias corrientes,Sentencias y conciliaciones,,,Sentencias y conciliaciones
99,8.0,1.0,,,7500000.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
100,8.0,5.0,,,13700000.0,1211,12,Funcionamiento,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,"Gastos por tributos. multas, sanciones e intereses de mora",Multas. sanciones b intereses de mora,,,Multas. sanciones b intereses de mora
101,1206.0,800.0,10.0,201120,19967050895.0,1211,12,Inversión,Unidad de servicios penitenciarios y carcelarios - uspec,Justicia y el derecho,Sistema penitenciario y carcelario en el marco de los derechos humanos,Intersubsectorial justicia,Mejoramiento tecnologico de la seguridad en los establecimientos de reclusion del orden nacional,2. seguridad humana y justicia social. c atención a la población condenada sindicada y pospenada en los territorios,2. seguridad humana y justicia social. c atención a la población condenada sindicada y pospenada en los territorios
102,3.0,2.0,2.0,,8650000000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,A organizaciones internacionales
103,3.0,3.0,1.0,74,1000000000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Atención de procesos judiciales y reclamaciones administrativas del extinto das o su fondo rotatorio art. 238 ley 1753 de 2015 pnd,Atención de procesos judiciales y reclamaciones administrativas del extinto das o su fondo rotatorio art. 238 ley 1753 de 2015 pnd
104,3.0,3.0,1.0,75,1000000000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Pagos beneficiarios fundación san juan de dios derivados del fallo su-484 2008 corte constitucional,Pagos beneficiarios fundación san juan de dios derivados del fallo su-484 2008 corte constitucional
105,3.0,3.0,1.0,87,123954000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Comité autónomo de la regla fiscal carp art. 61. ley 2155 de 2021,Comité autónomo de la regla fiscal carp art. 61. ley 2155 de 2021
106,3.0,3.0,1.0,999,8295651000000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
107,3.0,3.0,4.0,67,160047057213.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo de estabilización de precios de los combustibles fepc,Fondo de estabilización de precios de los combustibles fepc
108,6.0,3.0,1.0,2,83499154363.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Adquisición de activos financieros,Adquisición de otras,Participaciones de capital en organizaciones internacionales,"Fondo de organismos financieros internacionales fofi, ley 318 de 1996","Fondo de organismos financieros internacionales fofi, ley 318 de 1996"
109,2.0,,,,262666324.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
110,8.0,1.0,,,3190150.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
111,8.0,3.0,,,8000000.0,1301,13,Funcionamiento,Ministerio de hacienda y crédito público,Hacienda,"Gastos por tributos. multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,Tasas y derechos administrativos
